HRBP,EXPCO2,PVSAT,VENTLUNG,PULMEMBOLUS,HYPOVOLEMIA,VENTMACH,KINKEDTUBE,ANAPHYLAXIS,PCWP,TPR,DISCONNECT,SHUNT,CATECHOL,HISTORY,STROKEVOLUME,VENTALV,HREKG,FIO2,PAP,CO,ERRCAUTER,PRESS,ARTCO2,ERRLOWOUTPUT,LVFAILURE,HRSAT,BP,INTUBATION,LVEDVOLUME,HR,CVP,SAO2,INSUFFANESTH,MINVOLSET,VENTTUBE,MINVOL
HIGH,LOW,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,FALSE,LOW,LOW,FALSE,NORMAL,HIGH,FALSE,LOW,ZERO,HIGH,NORMAL,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,LOW,HIGH,LOW,LOW,TRUE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,TRUE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,ZERO,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,TRUE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,LOW,NORMAL,FALSE,NORMAL,HIGH,TRUE,LOW,ZERO,HIGH,NORMAL,NORMAL,LOW,FALSE,HIGH,HIGH,FALSE,TRUE,HIGH,LOW,NORMAL,LOW,HIGH,LOW,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,LOW,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,ZERO,ZERO
NORMAL,LOW,LOW,ZERO,FALSE,FALSE,LOW,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,FALSE,HIGH,HIGH,TRUE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,FALSE,LOW,ZERO,ZERO
LOW,ZERO,HIGH,LOW,FALSE,FALSE,NORMAL,FALSE,FALSE,LOW,HIGH,TRUE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,HIGH,NORMAL,NORMAL,LOW,FALSE,HIGH,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,LOW,LOW,LOW,HIGH,TRUE,NORMAL,ZERO,HIGH
HIGH,LOW,HIGH,LOW,FALSE,FALSE,HIGH,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,LOW,FALSE,FALSE,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,HIGH,FALSE,HIGH,HIGH,HIGH
HIGH,LOW,HIGH,LOW,FALSE,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,LOW,FALSE,FALSE,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,HIGH,FALSE,HIGH,HIGH,LOW
LOW,LOW,HIGH,LOW,FALSE,FALSE,LOW,FALSE,FALSE,LOW,NORMAL,FALSE,NORMAL,NORMAL,TRUE,LOW,HIGH,LOW,NORMAL,NORMAL,LOW,FALSE,HIGH,LOW,FALSE,TRUE,LOW,LOW,NORMAL,LOW,NORMAL,NORMAL,HIGH,FALSE,LOW,ZERO,HIGH
HIGH,LOW,HIGH,LOW,FALSE,TRUE,NORMAL,FALSE,FALSE,LOW,NORMAL,TRUE,NORMAL,HIGH,TRUE,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,FALSE,HIGH,LOW,FALSE,TRUE,HIGH,LOW,NORMAL,LOW,HIGH,LOW,HIGH,FALSE,NORMAL,ZERO,HIGH
HIGH,NORMAL,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,LOW,ZERO,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,TRUE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,ZERO,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,LOW,HIGH,TRUE,HIGH,HIGH,FALSE,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,LOW,FALSE,FALSE,HIGH,HIGH,ONESIDED,LOW,HIGH,LOW,LOW,FALSE,NORMAL,ZERO,NORMAL
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,LOW,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,LOW,HIGH,LOW,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,LOW,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,TRUE,NORMAL,LOW,ZERO
LOW,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,LOW,NORMAL,NORMAL,NORMAL,FALSE,LOW,HIGH,FALSE,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL,HIGH,LOW,FALSE,NORMAL,LOW,ZERO
LOW,HIGH,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,FALSE,NORMAL,ZERO,LOW,NORMAL,NORMAL,NORMAL,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
NORMAL,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,TRUE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,HIGH,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,LOW,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,NORMAL,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,HIGH,TRUE,HIGH,HIGH,FALSE,FALSE,NORMAL,HIGH,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,HIGH,FALSE,NORMAL,LOW,LOW
HIGH,LOW,HIGH,LOW,FALSE,FALSE,LOW,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,LOW,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH
HIGH,LOW,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,FALSE,HIGH,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,HIGH,LOW,FALSE,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,LOW,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,HIGH,FALSE,HIGH,HIGH,HIGH
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,TRUE,NORMAL,HIGH,FALSE,NORMAL,LOW,HIGH,LOW,NORMAL,HIGH,FALSE,ZERO,HIGH,FALSE,FALSE,HIGH,LOW,ESOPHAGEAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,ZERO,LOW
NORMAL,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,HIGH,ZERO,HIGH,LOW,NORMAL,HIGH,FALSE,HIGH,HIGH,TRUE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,TRUE,NORMAL,LOW,ZERO
NORMAL,NORMAL,LOW,NORMAL,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,NORMAL,TRUE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
LOW,HIGH,LOW,HIGH,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,FALSE,NORMAL,NORMAL,LOW
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,TRUE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,ZERO,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,ZERO,NORMAL
LOW,NORMAL,LOW,LOW,FALSE,TRUE,LOW,FALSE,FALSE,NORMAL,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,FALSE,LOW,ZERO,HIGH
HIGH,LOW,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,LOW,ZERO,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,LOW,LOW
LOW,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,LOW,NORMAL,NORMAL,NORMAL,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,ZERO,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,HIGH,TRUE,HIGH,HIGH,FALSE,FALSE,NORMAL,NORMAL,NORMAL,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,ZERO,ZERO
LOW,LOW,HIGH,LOW,FALSE,FALSE,ZERO,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,FALSE,LOW,HIGH,NORMAL,NORMAL,LOW,LOW,FALSE,HIGH,LOW,FALSE,FALSE,NORMAL,LOW,NORMAL,NORMAL,LOW,NORMAL,HIGH,FALSE,NORMAL,ZERO,NORMAL
HIGH,LOW,HIGH,LOW,FALSE,FALSE,HIGH,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,LOW,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,HIGH,FALSE,HIGH,HIGH,HIGH
HIGH,LOW,HIGH,LOW,FALSE,FALSE,LOW,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,LOW,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,HIGH,FALSE,LOW,ZERO,HIGH
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,NORMAL,LOW,LOW,FALSE,FALSE,NORMAL,TRUE,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,FALSE,NORMAL,LOW,NORMAL,NORMAL,NORMAL,HIGH,TRUE,ZERO,HIGH,FALSE,FALSE,NORMAL,LOW,ONESIDED,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,LOW
HIGH,LOW,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,LOW,NORMAL
LOW,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,LOW,NORMAL,NORMAL,NORMAL,TRUE,LOW,HIGH,FALSE,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,NORMAL,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,HIGH,HIGH,FALSE,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,NORMAL,ONESIDED,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,HIGH,FALSE,HIGH,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,NORMAL,LOW,FALSE,TRUE,NORMAL,FALSE,FALSE,HIGH,NORMAL,FALSE,NORMAL,HIGH,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,LOW,FALSE,FALSE,HIGH,LOW,NORMAL,HIGH,HIGH,NORMAL,NORMAL,FALSE,NORMAL,LOW,HIGH
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
NORMAL,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,TRUE,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,TRUE,FALSE,NORMAL,NORMAL,NORMAL,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,ZERO,FALSE,FALSE,NORMAL,LOW,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,TRUE,LOW,HIGH,FALSE,FALSE,NORMAL,LOW,ONESIDED,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,ZERO,NORMAL
HIGH,NORMAL,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,LOW,ZERO
LOW,LOW,HIGH,LOW,FALSE,FALSE,LOW,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,FALSE,HIGH,LOW,FALSE,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,FALSE,LOW,ZERO,HIGH
LOW,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,LOW,NORMAL,LOW,NORMAL,FALSE,HIGH,HIGH,FALSE,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
LOW,NORMAL,LOW,NORMAL,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,FALSE,HIGH,NORMAL,FALSE,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,LOW,FALSE,NORMAL,LOW,LOW
LOW,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,TRUE,NORMAL,FALSE,FALSE,HIGH,NORMAL,FALSE,NORMAL,HIGH,FALSE,LOW,ZERO,HIGH,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,NORMAL,NORMAL,HIGH,HIGH,HIGH,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,TRUE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,TRUE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
LOW,NORMAL,LOW,NORMAL,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,FALSE,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,FALSE,HIGH,NORMAL,FALSE,FALSE,LOW,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,LOW,FALSE,NORMAL,LOW,LOW
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
LOW,LOW,HIGH,LOW,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,TRUE,NORMAL,HIGH,FALSE,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,LOW,FALSE,HIGH,LOW,FALSE,FALSE,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,TRUE,FALSE,LOW,HIGH,FALSE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,NORMAL,LOW,LOW,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,FALSE,HIGH,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,HIGH,FALSE,FALSE,HIGH,NORMAL,ESOPHAGEAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,TRUE,ZERO,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,FALSE,LOW,ZERO,LOW,NORMAL,NORMAL,LOW,FALSE,HIGH,HIGH,TRUE,FALSE,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,LOW,FALSE,NORMAL,ZERO,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,LOW,TRUE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,ZERO,ZERO
LOW,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,HIGH,HIGH,FALSE,NORMAL,NORMAL,FALSE,NORMAL,ZERO,LOW,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,HIGH,FALSE,FALSE,LOW,NORMAL,NORMAL,HIGH,NORMAL,HIGH,LOW,FALSE,NORMAL,LOW,ZERO
HIGH,LOW,LOW,ZERO,FALSE,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,TRUE,NORMAL,HIGH,FALSE,NORMAL,ZERO,HIGH,NORMAL,NORMAL,HIGH,FALSE,HIGH,HIGH,FALSE,FALSE,HIGH,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,FALSE,NORMAL,ZERO,ZERO
