"HISTORY","CVP","PCWP","HYPOVOLEMIA","LVEDVOLUME","LVFAILURE","STROKEVOLUME","ERRLOWOUTPUT","HRBP","HREKG","ERRCAUTER","HRSAT","INSUFFANESTH","ANAPHYLAXIS","TPR","EXPCO2","KINKEDTUBE","MINVOL","FIO2","PVSAT","SAO2","PAP","PULMEMBOLUS","SHUNT","INTUBATION","PRESS","DISCONNECT","MINVOLSET","VENTMACH","VENTTUBE","VENTLUNG","VENTALV","ARTCO2","CATECHOL","HR","CO","BP"
"TRUE","HIGH","HIGH","TRUE","LOW","TRUE","LOW","FALSE","LOW","HIGH","TRUE","NORMAL","FALSE","FALSE","LOW","ZERO","TRUE","ZERO","NORMAL","HIGH","HIGH","NORMAL","TRUE","HIGH","NORMAL","NORMAL","TRUE","NORMAL","NORMAL","ZERO","HIGH","HIGH","LOW","HIGH","NORMAL","NORMAL","LOW"
"TRUE","NORMAL","LOW","FALSE","HIGH","FALSE","NORMAL","FALSE","HIGH","NORMAL","TRUE","LOW","FALSE","FALSE","HIGH","LOW","TRUE","HIGH","NORMAL","LOW","LOW","NORMAL","TRUE","HIGH","NORMAL","LOW","TRUE","LOW","LOW","NORMAL","ZERO","ZERO","HIGH","HIGH","HIGH","NORMAL","LOW"
"TRUE","HIGH","LOW","TRUE","HIGH","FALSE","LOW","FALSE","NORMAL","LOW","FALSE","LOW","FALSE","FALSE","LOW","LOW","FALSE","HIGH","NORMAL","LOW","NORMAL","LOW","TRUE","HIGH","NORMAL","ZERO","TRUE","LOW","LOW","LOW","NORMAL","NORMAL","HIGH","HIGH","HIGH","LOW","LOW"
"TRUE","HIGH","NORMAL","TRUE","LOW","FALSE","LOW","FALSE","HIGH","LOW","FALSE","NORMAL","FALSE","FALSE","HIGH","HIGH","TRUE","ZERO","NORMAL","LOW","LOW","NORMAL","TRUE","HIGH","NORMAL","NORMAL","TRUE","HIGH","HIGH","ZERO","LOW","LOW","HIGH","NORMAL","HIGH","NORMAL","LOW"
"TRUE","LOW","NORMAL","TRUE","NORMAL","TRUE","LOW","FALSE","HIGH","NORMAL","FALSE","HIGH","TRUE","FALSE","HIGH","ZERO","FALSE","LOW","NORMAL","HIGH","HIGH","NORMAL","TRUE","HIGH","NORMAL","NORMAL","FALSE","HIGH","NORMAL","LOW","LOW","ZERO","LOW","NORMAL","HIGH","HIGH","HIGH"
"TRUE","HIGH","LOW","TRUE","NORMAL","TRUE","HIGH","FALSE","HIGH","NORMAL","FALSE","LOW","TRUE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","HIGH","TRUE","HIGH","ESOPHAGEAL","LOW","TRUE","LOW","LOW","LOW","ZERO","ZERO","HIGH","NORMAL","HIGH","NORMAL","HIGH"
"TRUE","NORMAL","LOW","TRUE","HIGH","FALSE","LOW","TRUE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","NORMAL","LOW","TRUE","NORMAL","NORMAL","LOW","NORMAL","HIGH","TRUE","HIGH","ESOPHAGEAL","LOW","FALSE","HIGH","ZERO","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","NORMAL","HIGH"
"TRUE","HIGH","NORMAL","TRUE","HIGH","TRUE","HIGH","FALSE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","HIGH","LOW","FALSE","HIGH","LOW","NORMAL","NORMAL","NORMAL","TRUE","HIGH","NORMAL","LOW","TRUE","HIGH","ZERO","LOW","HIGH","ZERO","NORMAL","HIGH","HIGH","LOW","LOW"
"TRUE","HIGH","LOW","TRUE","HIGH","TRUE","NORMAL","FALSE","NORMAL","LOW","FALSE","NORMAL","TRUE","FALSE","LOW","NORMAL","TRUE","NORMAL","NORMAL","LOW","LOW","HIGH","TRUE","NORMAL","NORMAL","ZERO","TRUE","HIGH","ZERO","ZERO","HIGH","HIGH","HIGH","NORMAL","LOW","HIGH","NORMAL"
"TRUE","LOW","HIGH","TRUE","NORMAL","FALSE","NORMAL","TRUE","LOW","NORMAL","TRUE","HIGH","TRUE","FALSE","LOW","LOW","FALSE","HIGH","NORMAL","LOW","NORMAL","NORMAL","TRUE","NORMAL","NORMAL","LOW","FALSE","LOW","NORMAL","ZERO","LOW","HIGH","LOW","HIGH","HIGH","NORMAL","HIGH"
"TRUE","HIGH","LOW","TRUE","NORMAL","TRUE","NORMAL","FALSE","LOW","NORMAL","FALSE","LOW","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","HIGH","HIGH","NORMAL","TRUE","HIGH","NORMAL","NORMAL","FALSE","HIGH","ZERO","ZERO","LOW","ZERO","LOW","NORMAL","NORMAL","HIGH","HIGH"
"TRUE","LOW","HIGH","TRUE","LOW","FALSE","LOW","FALSE","HIGH","NORMAL","FALSE","HIGH","TRUE","FALSE","LOW","LOW","FALSE","NORMAL","NORMAL","HIGH","HIGH","NORMAL","TRUE","HIGH","NORMAL","LOW","TRUE","LOW","NORMAL","LOW","HIGH","NORMAL","LOW","NORMAL","HIGH","NORMAL","LOW"
"TRUE","NORMAL","HIGH","FALSE","LOW","FALSE","NORMAL","FALSE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","NORMAL","HIGH","FALSE","LOW","NORMAL","NORMAL","NORMAL","LOW","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","NORMAL","ZERO","ZERO","HIGH","HIGH","NORMAL","HIGH","NORMAL","HIGH"
"TRUE","NORMAL","NORMAL","TRUE","LOW","FALSE","NORMAL","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","LOW","NORMAL","FALSE","LOW","NORMAL","HIGH","HIGH","LOW","TRUE","HIGH","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","LOW","ZERO","NORMAL","NORMAL","HIGH","NORMAL","HIGH"
"FALSE","LOW","HIGH","TRUE","NORMAL","TRUE","LOW","FALSE","HIGH","NORMAL","FALSE","NORMAL","TRUE","FALSE","HIGH","ZERO","FALSE","HIGH","NORMAL","HIGH","LOW","HIGH","TRUE","NORMAL","ONESIDED","LOW","FALSE","LOW","HIGH","HIGH","NORMAL","NORMAL","LOW","HIGH","HIGH","NORMAL","LOW"
"TRUE","HIGH","NORMAL","TRUE","NORMAL","FALSE","NORMAL","FALSE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","LOW","NORMAL","FALSE","HIGH","NORMAL","NORMAL","HIGH","LOW","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","HIGH","NORMAL","ZERO","ZERO","HIGH","NORMAL","HIGH","NORMAL","LOW"
"TRUE","LOW","LOW","TRUE","NORMAL","TRUE","LOW","FALSE","LOW","HIGH","FALSE","LOW","TRUE","FALSE","LOW","LOW","FALSE","LOW","NORMAL","NORMAL","HIGH","HIGH","TRUE","HIGH","NORMAL","LOW","TRUE","HIGH","NORMAL","LOW","HIGH","ZERO","HIGH","NORMAL","NORMAL","LOW","HIGH"
"TRUE","HIGH","HIGH","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","NORMAL","FALSE","NORMAL","TRUE","FALSE","NORMAL","HIGH","TRUE","ZERO","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","ZERO","TRUE","LOW","NORMAL","LOW","HIGH","LOW","HIGH","HIGH","HIGH","LOW","HIGH"
"TRUE","HIGH","HIGH","FALSE","HIGH","FALSE","LOW","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","TRUE","HIGH","NORMAL","NORMAL","LOW","NORMAL","TRUE","HIGH","NORMAL","NORMAL","TRUE","NORMAL","HIGH","HIGH","HIGH","LOW","LOW","HIGH","HIGH","NORMAL","NORMAL"
"TRUE","NORMAL","LOW","TRUE","NORMAL","FALSE","NORMAL","FALSE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","HIGH","NORMAL","FALSE","HIGH","NORMAL","LOW","HIGH","LOW","TRUE","HIGH","NORMAL","NORMAL","FALSE","LOW","LOW","LOW","NORMAL","ZERO","HIGH","NORMAL","HIGH","NORMAL","HIGH"
"TRUE","LOW","NORMAL","TRUE","HIGH","FALSE","NORMAL","FALSE","LOW","NORMAL","FALSE","HIGH","FALSE","FALSE","NORMAL","NORMAL","TRUE","ZERO","NORMAL","HIGH","HIGH","NORMAL","TRUE","HIGH","NORMAL","ZERO","TRUE","LOW","NORMAL","HIGH","HIGH","LOW","LOW","NORMAL","NORMAL","NORMAL","HIGH"
"TRUE","LOW","NORMAL","TRUE","HIGH","FALSE","LOW","FALSE","HIGH","LOW","FALSE","NORMAL","TRUE","FALSE","LOW","NORMAL","FALSE","LOW","NORMAL","HIGH","NORMAL","LOW","TRUE","NORMAL","ONESIDED","ZERO","TRUE","LOW","NORMAL","ZERO","HIGH","HIGH","NORMAL","HIGH","HIGH","HIGH","HIGH"
"TRUE","NORMAL","HIGH","FALSE","NORMAL","FALSE","HIGH","FALSE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","NORMAL","LOW","TRUE","NORMAL","NORMAL","NORMAL","HIGH","HIGH","TRUE","HIGH","NORMAL","ZERO","TRUE","NORMAL","ZERO","LOW","LOW","HIGH","LOW","HIGH","NORMAL","LOW","NORMAL"
"TRUE","NORMAL","HIGH","TRUE","LOW","FALSE","NORMAL","TRUE","NORMAL","NORMAL","FALSE","HIGH","TRUE","FALSE","LOW","ZERO","FALSE","NORMAL","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","TRUE","NORMAL","ZERO","ZERO","NORMAL","HIGH","LOW","NORMAL","NORMAL","HIGH","HIGH"
"TRUE","LOW","NORMAL","TRUE","HIGH","FALSE","NORMAL","TRUE","NORMAL","NORMAL","FALSE","HIGH","TRUE","FALSE","LOW","LOW","FALSE","NORMAL","NORMAL","NORMAL","LOW","NORMAL","TRUE","NORMAL","NORMAL","ZERO","TRUE","NORMAL","ZERO","LOW","LOW","ZERO","HIGH","HIGH","HIGH","NORMAL","HIGH"
"TRUE","LOW","HIGH","TRUE","NORMAL","TRUE","NORMAL","TRUE","HIGH","NORMAL","FALSE","NORMAL","TRUE","TRUE","NORMAL","LOW","FALSE","HIGH","NORMAL","LOW","HIGH","LOW","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","HIGH","NORMAL","NORMAL","LOW","HIGH","HIGH","HIGH","NORMAL","HIGH"
"TRUE","LOW","NORMAL","TRUE","HIGH","TRUE","NORMAL","TRUE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","LOW","HIGH","FALSE","ZERO","NORMAL","LOW","HIGH","LOW","TRUE","HIGH","NORMAL","NORMAL","TRUE","HIGH","HIGH","NORMAL","LOW","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH"
"TRUE","NORMAL","LOW","TRUE","LOW","FALSE","NORMAL","FALSE","NORMAL","NORMAL","FALSE","NORMAL","TRUE","FALSE","HIGH","HIGH","TRUE","ZERO","NORMAL","LOW","NORMAL","NORMAL","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","NORMAL","LOW","HIGH","ZERO","HIGH","HIGH","NORMAL","NORMAL","LOW"
"TRUE","LOW","LOW","FALSE","HIGH","FALSE","HIGH","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","FALSE","NORMAL","NORMAL","LOW","LOW","LOW","TRUE","HIGH","NORMAL","LOW","TRUE","LOW","ZERO","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"FALSE","NORMAL","LOW","TRUE","HIGH","TRUE","NORMAL","FALSE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","LOW","LOW","TRUE","HIGH","NORMAL","NORMAL","NORMAL","LOW","TRUE","HIGH","NORMAL","LOW","FALSE","NORMAL","NORMAL","ZERO","HIGH","ZERO","HIGH","NORMAL","HIGH","NORMAL","LOW"
"TRUE","NORMAL","NORMAL","TRUE","LOW","FALSE","NORMAL","FALSE","LOW","NORMAL","TRUE","NORMAL","TRUE","FALSE","NORMAL","LOW","TRUE","LOW","NORMAL","LOW","NORMAL","LOW","TRUE","HIGH","NORMAL","HIGH","TRUE","LOW","HIGH","LOW","NORMAL","ZERO","HIGH","HIGH","HIGH","NORMAL","NORMAL"
"TRUE","HIGH","LOW","FALSE","NORMAL","TRUE","NORMAL","FALSE","NORMAL","LOW","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","TRUE","HIGH","NORMAL","LOW","NORMAL","HIGH","TRUE","NORMAL","ONESIDED","NORMAL","TRUE","HIGH","HIGH","ZERO","ZERO","ZERO","NORMAL","HIGH","NORMAL","HIGH","HIGH"
"TRUE","LOW","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","NORMAL","FALSE","LOW","FALSE","FALSE","NORMAL","HIGH","FALSE","LOW","NORMAL","HIGH","LOW","LOW","TRUE","HIGH","NORMAL","LOW","FALSE","NORMAL","LOW","HIGH","HIGH","HIGH","HIGH","HIGH","HIGH","LOW","NORMAL"
"TRUE","NORMAL","NORMAL","TRUE","NORMAL","FALSE","NORMAL","FALSE","HIGH","NORMAL","FALSE","NORMAL","TRUE","FALSE","HIGH","ZERO","FALSE","NORMAL","NORMAL","LOW","NORMAL","LOW","FALSE","NORMAL","NORMAL","NORMAL","TRUE","HIGH","NORMAL","LOW","LOW","HIGH","HIGH","NORMAL","HIGH","HIGH","HIGH"
"TRUE","HIGH","HIGH","TRUE","HIGH","FALSE","LOW","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","NORMAL","LOW","TRUE","ZERO","LOW","HIGH","LOW","HIGH","TRUE","HIGH","NORMAL","NORMAL","TRUE","HIGH","LOW","HIGH","HIGH","HIGH","LOW","NORMAL","HIGH","HIGH","LOW"
"TRUE","HIGH","HIGH","TRUE","LOW","FALSE","LOW","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","HIGH","ZERO","TRUE","LOW","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","ZERO","TRUE","HIGH","NORMAL","NORMAL","ZERO","ZERO","HIGH","NORMAL","HIGH","NORMAL","HIGH"
"TRUE","NORMAL","NORMAL","TRUE","LOW","TRUE","NORMAL","FALSE","HIGH","NORMAL","FALSE","HIGH","FALSE","FALSE","NORMAL","HIGH","TRUE","LOW","NORMAL","HIGH","NORMAL","HIGH","TRUE","HIGH","NORMAL","ZERO","TRUE","HIGH","LOW","LOW","HIGH","LOW","HIGH","NORMAL","NORMAL","NORMAL","LOW"
"TRUE","HIGH","LOW","TRUE","HIGH","FALSE","NORMAL","TRUE","HIGH","LOW","FALSE","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","LOW","NORMAL","LOW","TRUE","HIGH","ONESIDED","LOW","TRUE","LOW","LOW","LOW","ZERO","LOW","HIGH","NORMAL","HIGH","LOW","NORMAL"
"TRUE","LOW","NORMAL","FALSE","LOW","TRUE","LOW","TRUE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","LOW","LOW","FALSE","LOW","NORMAL","LOW","HIGH","LOW","TRUE","HIGH","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","ZERO","HIGH","LOW","HIGH","HIGH","NORMAL","LOW"
"TRUE","HIGH","NORMAL","TRUE","HIGH","TRUE","NORMAL","TRUE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","NORMAL","LOW","TRUE","ZERO","NORMAL","LOW","HIGH","NORMAL","TRUE","HIGH","ESOPHAGEAL","HIGH","TRUE","HIGH","HIGH","NORMAL","NORMAL","NORMAL","HIGH","NORMAL","HIGH","HIGH","HIGH"
"TRUE","NORMAL","NORMAL","TRUE","HIGH","TRUE","LOW","FALSE","HIGH","NORMAL","FALSE","LOW","TRUE","FALSE","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","NORMAL","NORMAL","TRUE","HIGH","NORMAL","HIGH","TRUE","LOW","HIGH","LOW","ZERO","LOW","HIGH","HIGH","HIGH","HIGH","HIGH"
"TRUE","LOW","HIGH","TRUE","LOW","FALSE","HIGH","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","LOW","HIGH","TRUE","HIGH","NORMAL","LOW","NORMAL","HIGH","FALSE","HIGH","NORMAL","NORMAL","TRUE","LOW","HIGH","HIGH","LOW","LOW","HIGH","HIGH","HIGH","LOW","NORMAL"
"TRUE","LOW","LOW","FALSE","LOW","FALSE","LOW","FALSE","NORMAL","LOW","TRUE","HIGH","FALSE","FALSE","LOW","HIGH","FALSE","ZERO","NORMAL","LOW","NORMAL","HIGH","FALSE","HIGH","NORMAL","ZERO","TRUE","HIGH","NORMAL","LOW","HIGH","ZERO","HIGH","NORMAL","NORMAL","HIGH","NORMAL"
"TRUE","HIGH","NORMAL","TRUE","LOW","FALSE","LOW","FALSE","LOW","LOW","FALSE","NORMAL","TRUE","TRUE","NORMAL","LOW","FALSE","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","TRUE","HIGH","NORMAL","HIGH","TRUE","HIGH","NORMAL","NORMAL","LOW","NORMAL","HIGH","NORMAL","HIGH","HIGH","LOW"
"TRUE","LOW","HIGH","FALSE","LOW","TRUE","LOW","FALSE","LOW","HIGH","TRUE","LOW","FALSE","FALSE","NORMAL","LOW","TRUE","HIGH","NORMAL","LOW","LOW","LOW","TRUE","HIGH","NORMAL","ZERO","TRUE","HIGH","ZERO","LOW","HIGH","ZERO","HIGH","HIGH","NORMAL","NORMAL","LOW"
"TRUE","HIGH","NORMAL","TRUE","HIGH","TRUE","NORMAL","FALSE","HIGH","LOW","FALSE","NORMAL","TRUE","FALSE","NORMAL","NORMAL","FALSE","LOW","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","ZERO","TRUE","LOW","NORMAL","LOW","LOW","HIGH","HIGH","NORMAL","HIGH","LOW","LOW"
"TRUE","NORMAL","HIGH","FALSE","HIGH","FALSE","NORMAL","FALSE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","HIGH","LOW","TRUE","HIGH","NORMAL","HIGH","LOW","LOW","TRUE","HIGH","NORMAL","ZERO","FALSE","LOW","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","HIGH","HIGH","LOW"
"TRUE","HIGH","HIGH","FALSE","LOW","FALSE","HIGH","TRUE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","HIGH","ZERO","FALSE","NORMAL","LOW","HIGH","LOW","NORMAL","TRUE","HIGH","NORMAL","LOW","FALSE","LOW","ZERO","LOW","NORMAL","ZERO","HIGH","HIGH","NORMAL","NORMAL","LOW"
"TRUE","LOW","HIGH","TRUE","NORMAL","TRUE","HIGH","FALSE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","LOW","NORMAL","FALSE","HIGH","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","HIGH","TRUE","LOW","HIGH","LOW","NORMAL","LOW","HIGH","HIGH","HIGH","NORMAL","NORMAL"
"TRUE","NORMAL","HIGH","TRUE","NORMAL","FALSE","LOW","TRUE","LOW","NORMAL","FALSE","LOW","TRUE","FALSE","NORMAL","HIGH","TRUE","LOW","NORMAL","LOW","HIGH","LOW","TRUE","HIGH","NORMAL","LOW","TRUE","HIGH","NORMAL","ZERO","LOW","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"TRUE","HIGH","HIGH","TRUE","NORMAL","TRUE","NORMAL","FALSE","LOW","HIGH","FALSE","NORMAL","TRUE","FALSE","HIGH","LOW","TRUE","NORMAL","NORMAL","LOW","NORMAL","HIGH","TRUE","HIGH","NORMAL","LOW","TRUE","LOW","NORMAL","ZERO","HIGH","LOW","NORMAL","HIGH","NORMAL","LOW","NORMAL"
"TRUE","LOW","NORMAL","TRUE","LOW","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","TRUE","LOW","NORMAL","LOW","LOW","HIGH","TRUE","HIGH","NORMAL","LOW","TRUE","LOW","HIGH","LOW","LOW","NORMAL","HIGH","HIGH","LOW","NORMAL","HIGH"
"TRUE","HIGH","HIGH","FALSE","LOW","FALSE","LOW","TRUE","LOW","NORMAL","FALSE","HIGH","TRUE","FALSE","HIGH","HIGH","FALSE","NORMAL","NORMAL","HIGH","HIGH","HIGH","TRUE","HIGH","NORMAL","NORMAL","FALSE","LOW","NORMAL","ZERO","NORMAL","LOW","LOW","NORMAL","NORMAL","NORMAL","LOW"
"TRUE","LOW","NORMAL","TRUE","LOW","TRUE","NORMAL","FALSE","LOW","HIGH","FALSE","LOW","FALSE","FALSE","NORMAL","LOW","FALSE","LOW","NORMAL","LOW","LOW","LOW","TRUE","HIGH","NORMAL","HIGH","TRUE","LOW","LOW","ZERO","NORMAL","ZERO","HIGH","HIGH","HIGH","NORMAL","NORMAL"
"TRUE","NORMAL","LOW","TRUE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","NORMAL","FALSE","FALSE","NORMAL","LOW","TRUE","ZERO","NORMAL","HIGH","NORMAL","LOW","TRUE","NORMAL","NORMAL","HIGH","TRUE","HIGH","HIGH","HIGH","ZERO","LOW","HIGH","HIGH","NORMAL","HIGH","HIGH"
"TRUE","NORMAL","NORMAL","TRUE","NORMAL","FALSE","NORMAL","FALSE","HIGH","NORMAL","FALSE","LOW","TRUE","FALSE","NORMAL","HIGH","TRUE","LOW","NORMAL","NORMAL","LOW","LOW","TRUE","HIGH","ONESIDED","NORMAL","TRUE","HIGH","NORMAL","ZERO","ZERO","LOW","HIGH","HIGH","HIGH","LOW","HIGH"
"TRUE","HIGH","LOW","TRUE","HIGH","FALSE","HIGH","FALSE","HIGH","LOW","FALSE","NORMAL","TRUE","FALSE","LOW","LOW","TRUE","NORMAL","NORMAL","LOW","HIGH","HIGH","TRUE","NORMAL","NORMAL","ZERO","TRUE","LOW","ZERO","HIGH","ZERO","LOW","HIGH","HIGH","HIGH","LOW","LOW"
"FALSE","HIGH","LOW","TRUE","NORMAL","FALSE","HIGH","TRUE","HIGH","NORMAL","FALSE","NORMAL","TRUE","FALSE","HIGH","LOW","TRUE","NORMAL","LOW","NORMAL","HIGH","LOW","TRUE","HIGH","NORMAL","ZERO","FALSE","HIGH","NORMAL","ZERO","NORMAL","HIGH","HIGH","NORMAL","NORMAL","HIGH","LOW"
"TRUE","NORMAL","HIGH","TRUE","NORMAL","FALSE","NORMAL","FALSE","HIGH","NORMAL","FALSE","LOW","FALSE","FALSE","NORMAL","ZERO","FALSE","NORMAL","NORMAL","HIGH","LOW","LOW","TRUE","HIGH","NORMAL","ZERO","TRUE","LOW","HIGH","NORMAL","NORMAL","LOW","HIGH","NORMAL","HIGH","NORMAL","HIGH"
"TRUE","HIGH","NORMAL","TRUE","HIGH","TRUE","NORMAL","FALSE","HIGH","LOW","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","LOW","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","LOW","FALSE","HIGH","NORMAL","LOW","LOW","ZERO","LOW","HIGH","HIGH","NORMAL","HIGH"
"TRUE","HIGH","NORMAL","FALSE","HIGH","TRUE","HIGH","TRUE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","TRUE","NORMAL","NORMAL","LOW","LOW","LOW","TRUE","HIGH","NORMAL","ZERO","FALSE","HIGH","NORMAL","HIGH","ZERO","ZERO","HIGH","NORMAL","HIGH","LOW","LOW"
"TRUE","HIGH","LOW","FALSE","HIGH","TRUE","NORMAL","FALSE","LOW","NORMAL","FALSE","HIGH","FALSE","FALSE","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","HIGH","HIGH","TRUE","NORMAL","ONESIDED","LOW","FALSE","HIGH","NORMAL","ZERO","NORMAL","ZERO","HIGH","HIGH","NORMAL","NORMAL","LOW"
"TRUE","LOW","NORMAL","TRUE","HIGH","FALSE","NORMAL","FALSE","LOW","NORMAL","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","FALSE","HIGH","NORMAL","HIGH","LOW","HIGH","TRUE","HIGH","NORMAL","LOW","TRUE","LOW","NORMAL","LOW","HIGH","ZERO","HIGH","HIGH","NORMAL","LOW","HIGH"
"TRUE","LOW","LOW","TRUE","NORMAL","FALSE","LOW","FALSE","NORMAL","HIGH","FALSE","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","LOW","NORMAL","TRUE","HIGH","NORMAL","HIGH","TRUE","LOW","NORMAL","LOW","NORMAL","NORMAL","HIGH","HIGH","NORMAL","LOW","NORMAL"
"TRUE","NORMAL","HIGH","FALSE","HIGH","FALSE","LOW","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","TRUE","HIGH","NORMAL","HIGH","LOW","NORMAL","FALSE","HIGH","NORMAL","NORMAL","TRUE","HIGH","HIGH","NORMAL","ZERO","ZERO","LOW","NORMAL","HIGH","HIGH","NORMAL"
"TRUE","HIGH","HIGH","FALSE","LOW","TRUE","LOW","TRUE","HIGH","NORMAL","FALSE","LOW","FALSE","TRUE","LOW","NORMAL","TRUE","NORMAL","LOW","NORMAL","LOW","HIGH","TRUE","HIGH","NORMAL","LOW","FALSE","LOW","ZERO","NORMAL","NORMAL","HIGH","LOW","NORMAL","HIGH","HIGH","LOW"
"TRUE","HIGH","HIGH","TRUE","HIGH","TRUE","NORMAL","TRUE","LOW","NORMAL","FALSE","HIGH","TRUE","FALSE","HIGH","LOW","FALSE","NORMAL","NORMAL","HIGH","NORMAL","HIGH","TRUE","NORMAL","NORMAL","LOW","TRUE","HIGH","NORMAL","ZERO","LOW","NORMAL","LOW","HIGH","NORMAL","NORMAL","LOW"
"TRUE","HIGH","NORMAL","TRUE","LOW","TRUE","LOW","FALSE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","NORMAL","LOW","TRUE","NORMAL","NORMAL","LOW","HIGH","LOW","TRUE","HIGH","NORMAL","NORMAL","TRUE","HIGH","NORMAL","LOW","NORMAL","LOW","HIGH","HIGH","HIGH","LOW","HIGH"
"FALSE","HIGH","NORMAL","TRUE","NORMAL","FALSE","NORMAL","FALSE","LOW","NORMAL","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","LOW","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","HIGH","TRUE","HIGH","NORMAL","LOW","NORMAL","NORMAL","HIGH","HIGH","NORMAL","HIGH","LOW"
"FALSE","HIGH","NORMAL","TRUE","NORMAL","FALSE","LOW","TRUE","LOW","NORMAL","FALSE","NORMAL","TRUE","FALSE","LOW","ZERO","FALSE","HIGH","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","ZERO","TRUE","LOW","ZERO","NORMAL","LOW","ZERO","HIGH","NORMAL","NORMAL","LOW","LOW"
"TRUE","LOW","NORMAL","TRUE","HIGH","FALSE","NORMAL","FALSE","NORMAL","HIGH","FALSE","NORMAL","TRUE","FALSE","NORMAL","ZERO","FALSE","ZERO","NORMAL","LOW","LOW","HIGH","TRUE","NORMAL","ONESIDED","NORMAL","FALSE","LOW","ZERO","HIGH","NORMAL","ZERO","HIGH","HIGH","NORMAL","LOW","NORMAL"
"TRUE","LOW","LOW","TRUE","LOW","TRUE","HIGH","FALSE","LOW","NORMAL","TRUE","NORMAL","FALSE","FALSE","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","LOW","LOW","TRUE","HIGH","NORMAL","NORMAL","TRUE","HIGH","LOW","NORMAL","NORMAL","ZERO","HIGH","NORMAL","HIGH","LOW","LOW"
